# Job configuration file
# RUN_INDEX-RUN-SUBRUN-light yields scaling factors applied
0-1788-57-1.0,0.5561803581742221,0.15618035817422204,0.7061803581742221
0-1987-66-1.0,0.5584423800382056,0.15844238003820554,0.7084423800382056
0-1787-138-1.0,0.5649091236126114,0.16490912361261134,0.7149091236126114
0-1987-65-1.0,0.5679070285375464,0.16790702853754635,0.7179070285375464
0-1987-62-1.0,0.6430813505827074,0.2430813505827074,0.7930813505827075
0-1987-63-1.0,0.644912229055436,0.24491222905543597,0.794912229055436
0-1618-74-1.0,0.714478173910395,0.314478173910395,0.864478173910395
0-1700-15-1.0,0.7106164926932673,0.3106164926932673,0.8606164926932673
0-1621-0-1.0,0.8048659839448002,0.4048659839448002,0.9548659839448003
0-1621-19-1.0,0.7879877964229531,0.3879877964229531,0.9379877964229532
0-1615-1-1.0,0.8485320684699027,0.4485320684699027,0.9985320684699027
0-1615-3-1.0,0.8414086956164947,0.44140869561649465,0.9914086956164947
0-1615-0-1.0,0.8753298791959315,0.4753298791959315,1.0253298791959315
0-1615-2-1.0,0.868866224621831,0.46886622462183103,1.018866224621831
0-1627-38-1.0,0.9871938443627002,0.5871938443627002,1.1371938443627
0-1627-50-1.0,0.9846526853385829,0.5846526853385828,1.1346526853385828
0-1626-0-1.0,1.0431300531824068,0.6431300531824068,1.1931300531824067
0-1626-1-1.0,1.036966767797404,0.6369667677974039,1.1869667677974038
0-1626-3-1.0,1.0549625492394645,0.6549625492394645,1.2049625492394644
0-1626-4-1.0,1.0736714120889412,0.6736714120889412,1.2236714120889411
0-1701-6-1.0,1.1205499065851416,0.7205499065851416,1.2705499065851416
0-1792-2-1.0,1.128364355392528,0.728364355392528,1.278364355392528
0-1799-220-1.0,1.195725136315475,0.795725136315475,1.345725136315475
0-1799-232-1.0,1.1826388191373651,0.7826388191373651,1.332638819137365
0-1799-235-1.0,1.249886221161039,0.8498862211610391,1.399886221161039
0-1799-240-1.0,1.2332628169299353,0.8332628169299353,1.3832628169299352
0-1794-13-1.0,1.338824289552288,0.9388242895522879,1.4888242895522878
0-1799-247-1.0,1.3217828966048712,0.9217828966048712,1.4717828966048712
0-1798-28-1.0,1.3900184238072615,0.9900184238072615,1.5400184238072614
0-1799-255-1.0,1.395242425670237,0.9952424256702369,1.5452424256702368
0-1799-261-1.0,1.433279438930843,1.033279438930843,1.5832794389308429
