# Job configuration file
# RUN_INDEX-RUN-SUBRUN-light yields scaling factors applied
0-1799-262-1.0,1.43135496915829,1.03135496915829,1.58135496915829
0-1798-19-1.0,1.4791122852618166,1.0791122852618167,1.6291122852618165
0-1799-259-1.0,1.4994125341787503,1.0994125341787502,1.6494125341787502
0-1878-45-1.0,1.548214408334277,1.148214408334277,1.698214408334277
0-1971-4-1.0,1.5704240489436603,1.1704240489436604,1.7204240489436602
0-1618-70-1.0,1.638061848456352,1.238061848456352,1.788061848456352
0-1652-17-1.0,1.6380863218739143,1.2380863218739142,1.7880863218739143
0-1788-61-1.0,1.7183983877529005,1.3183983877529006,1.8683983877529005
0-1788-62-1.0,1.7051461449161198,1.3051461449161197,1.8551461449161197
0-1798-18-1.0,1.7697099435423997,1.3697099435423996,1.9197099435423997
0-1881-165-1.0,1.7483853609348148,1.3483853609348149,1.8983853609348147
0-1876-146-1.0,1.7906131868482902,1.3906131868482903,1.94061318684829
0-1881-138-1.0,1.7809063660563735,1.3809063660563736,1.9309063660563734
0-1652-16-1.0,1.843269383130824,1.4432693831308239,1.993269383130824
0-1788-63-1.0,1.8594303387011686,1.4594303387011687,2.0094303387011685
0-1788-60-1.0,1.9169667339598475,1.5169667339598476,2.0669667339598474
0-1878-63-1.0,1.961103199473397,1.561103199473397,2.111103199473397
0-1618-71-1.0,2.006411479282743,1.6064114792827433,2.156411479282743
0-1921-44-1.0,2.0132094853501035,1.6132094853501036,2.1632094853501034
0-1879-34-1.0,2.066930890997347,1.6669308909973473,2.216930890997347
0-1879-35-1.0,2.0425516302257423,1.6425516302257424,2.192551630225742
0-1788-59-1.0,2.1200512695669445,1.7200512695669445,2.2700512695669444
0-1798-25-1.0,2.0954048872104485,1.6954048872104486,2.2454048872104484
0-1921-42-1.0,2.1848944202328044,1.7848944202328045,2.3348944202328044
0-1921-91-1.0,2.1723413107071554,1.7723413107071555,2.3223413107071553
0-2181-91-1.0,2.267838829914408,1.8678388299144082,2.417838829914408
0-2181-94-1.0,2.216863878584307,1.8168638785843072,2.366863878584307
0-1840-44-1.0,2.2780490999713794,1.8780490999713795,2.4280490999713793
0-1921-245-1.0,2.3203064800224493,1.9203064800224494,2.4703064800224492
0-1701-7-1.0,2.32984199440648,1.92984199440648,2.47984199440648
0-1878-50-1.0,2.358039444891937,1.958039444891937,2.5080394448919368
0-1792-26-1.0,2.426819584415494,2.026819584415494,2.5768195844154937
0-1921-81-1.0,2.4339194613642685,2.0339194613642686,2.5839194613642684
0-1997-35-1.0,2.4698043401558016,2.0698043401558017,2.6198043401558015
0-2031-113-1.0,2.45825886931537,2.0582588693153703,2.60825886931537
0-2181-96-1.0,2.5207420733555654,2.1207420733555655,2.6707420733555653
0-2181-112-1.0,2.5441611018545967,2.1441611018545967,2.6941611018545966
0-1998-53-1.0,2.5836619312716653,2.1836619312716654,2.7336619312716652
0-1998-65-1.0,2.609869028757968,2.209869028757968,2.7598690287579677
0-1792-43-1.0,2.6808435547658327,2.280843554765833,2.8308435547658326
0-1921-43-1.0,2.693839611119085,2.2938396111190853,2.843839611119085
0-1788-64-1.0,2.713341203531074,2.313341203531074,2.863341203531074
0-2002-53-1.0,2.725493115155338,2.325493115155338,2.875493115155338
0-1921-86-1.0,2.766444025508913,2.366444025508913,2.916444025508913
0-1924-9-1.0,2.763908781216794,2.3639087812167943,2.913908781216794
0-1921-259-1.0,2.8614023467034344,2.4614023467034345,3.0114023467034343
0-1921-277-1.0,2.8386076875340316,2.4386076875340317,2.9886076875340315
0-1792-36-1.0,2.8998631271057276,2.4998631271057277,3.0498631271057275
0-1840-29-1.0,2.8854432791731375,2.4854432791731376,3.0354432791731374
0-1921-82-1.0,2.9887764107479398,2.58877641074794,3.1387764107479397
0-1921-254-1.0,2.9596830842080593,2.5596830842080593,3.109683084208059
